Model,Layers,Units,Train Loss,Validation Loss,MAE,RMSE,R2,Epochs,Training Time (s)
LSTM_64,1,64,0.007540442980825901,0.007463781163096428,0.061236860861229946,0.08076117738355433,0.3356842380888796,35,207.48
