Model,Layers,Units,Train Loss,Validation Loss,MAE,RMSE,R2,Epochs,Training Time (s)
LSTM_128,1,64,0.007486200891435146,0.008320544846355915,0.061401915024291875,0.0808228750517527,0.3346688395834213,39,442.12
