Model,Layers,Units,Train Loss,Validation Loss,MAE,RMSE,R2,Epochs,Training Time (s)
LSTM_128_64,1,64,0.007663917727768421,0.008470123633742332,0.06573424550413305,0.08495248954458849,0.26494219337209246,31,532.27
